transaction_id,account_id,customer_id,merchant_name,store_name,card_number,card_type,card_expire_date,transaction_type,transaction_status,amount,currency,terminal_currency,timestamp_initiated,timestamp_completed,failure_reason_code,failure_description,retry_count,device_id,ip_address,geo_location,is_voided,settlement_status,voided_timestamp,banking_charge,settled_amount,settlement_timestamp,created_by,created_at,is_anomaly,anomaly_type,has_high_amount,has_long_duration,has_odd_hour,has_expiring_card,has_geo_far,rule_anomalies,is_anomaly_suspected_supervised,transaction_duration,settlement_delay_days,currency_mismatch_flag,status_fail_flag,charge_percent,amount_per_minute,iso_anomaly,iso_score,is_anomaly_suspected_UnSupervised,iso_anomaly_reason
3c86422f-10f6-48ed-9982-12cbe89a9cbf,08216783-a9ef-4781-a5c2-4107f2f4252f,a226e559-5d7c-423e-b4b6-25642ddfee03,Benson-Waters,PLC,4377842781856,RUPAY,01/2030,ONLINE,FAILED,4599.68,INR,USD,2025-08-04T08:43:53,2025-08-04T10:38:53,RSMa,Build be evening item say to level water.,1,affd4c47-b08a-4b71-bd6f-4e4e757214c3,181.54.141.119,"35.9152,-104.0620",0,SETTLED,,46.0,4553.68,2025-08-06T10:38:53,ijohnson,2025-08-11T09:53:29.323288,False,NORMAL,True,True,False,False,False,long_duration,False,115.0,2.0,1,1,0.010000695700570474,39.962467419635104,False,83.25254217547727,False,normal
cfe7d6c9-816e-4cf0-9739-7fd4e5be9fd6,bb2ab69d-af13-4fbb-8b46-89fc63416cec,bc0a3638-03f7-46f9-ab98-8c45da97a1a3,Rivera LLC,Group,4240296129958,RUPAY,07/2029,OFFLINE,FAILED,1776.02,EUR,EUR,2025-07-21T21:36:02,2025-07-21T22:07:02,sGpe,Note first carry system area professor interesting mother.,0,259a78d0-918f-4702-bd4b-b7c1180aba79,206.191.245.192,"17.5696,117.7102",0,NOT SETTLED,,17.76,1758.26,2025-07-21T22:07:02,jonathan55,2025-08-11T09:53:29.324176,False,NORMAL,False,False,False,False,False,none,False,31.0,0.0,0,1,0.009999887388655534,57.106752411575556,False,84.76044105242984,False,normal
cc6f9228-41d8-4bb9-b749-2821358ce39b,b6a70eb1-0066-4e51-b3f6-2cbfce15f390,377ae133-4716-49a8-a93e-4c2e07e23b49,"Garcia, Lara and Morrison",Ltd,3521150383822878,AMEX,09/2029,ONLINE,FAILED,3240.57,EUR,INR,2025-08-11T08:01:04,2025-08-11T08:40:04,PTFo,Check say marriage tree happy contain.,3,701d0d70-1c09-41bc-a447-c7b1511cf091,157.116.123.75,"-74.4095,94.4569",0,NOT SETTLED,,32.41,3208.16,2025-08-11T08:40:04,ncollins,2025-08-11T09:53:29.325803,False,NORMAL,False,False,False,False,True,geo_far,False,39.0,0.0,1,1,0.010001326927052955,82.87902813299233,False,93.2410245084369,False,normal
1411a2b7-b93a-4669-953f-6ca16820a2b0,0918103d-c8ec-46a2-b1f6-7efd23223210,fdee1688-4df7-47e7-aaab-b2355cf009a7,Rodriguez LLC,Inc,6589942461663568,VISA,07/2028,OFFLINE,FAILED,2695.69,EUR,EUR,2025-07-31T06:36:43,2025-07-31T07:32:43,Kbwz,Push music stage new.,1,7b62078c-9f23-4c6e-9398-797733c94e35,185.122.102.66,"67.7054,-147.2453",0,SETTLED,,26.96,2668.73,2025-07-31T07:32:43,bowmanmelissa,2025-08-11T09:53:29.326959,False,NORMAL,False,False,False,False,False,none,False,56.0,0.0,0,1,0.010001149983863129,48.051515151515154,False,90.35010197465223,False,normal
bc866a9b-8e56-43f9-bed7-5c647ee05fa5,c59a9566-f62e-4b79-9393-c4e77d3324ae,3bc15e9b-7f34-4d38-a827-4f8b5c87e0a1,"Clark, Dean and Gonzalez",Inc,3547556739985344,AMEX,06/2028,ONLINE,FAILED,4396.79,USD,USD,2025-07-27T17:17:40,2025-07-27T17:33:40,qVzH,Health recent sell there.,0,58fb0aab-315a-48ea-a077-94c6c58fb4e1,96.199.71.210,"-67.2378,3.0969",0,NOT SETTLED,,43.97,4352.82,2025-07-27T17:33:40,christophercox,2025-08-11T09:53:29.328276,False,NORMAL,True,False,False,False,False,high_amount,False,16.0,0.0,0,1,0.010000477621173629,273.0925465838509,True,74.7492475387986,True,high_amount_per_minute
adfc9a28-0ccd-432e-b8d8-717d377668f5,4cda7a6a-460b-4bab-9e98-e0949d701a89,3b198f54-68ee-4b34-aa84-8d215cf77f24,"Marshall, Hernandez and Wilson",LLC,213162223049660,AMEX,12/2027,OFFLINE,FAILED,3614.33,USD,INR,2025-07-22T15:05:37,2025-07-22T15:38:37,Ppbr,Stay present what responsibility TV use later.,3,cd50ac5a-434e-46e2-9723-2a52b31f311b,79.166.25.192,"-17.4949,-143.8333",0,NOT SETTLED,,36.14,3578.19,2025-07-24T15:38:37,joseph09,2025-08-11T09:53:29.329655,False,NORMAL,False,False,False,False,False,none,False,33.0,2.0,1,1,0.009999086967709092,109.19425981873111,False,92.32894662215224,False,normal
3b67adb4-7afe-476c-bdb3-c7741eca98eb,4e286bcf-7f91-4991-9c26-274f778bf779,81e98459-eb72-4f40-a186-b2c688e7f640,White-Hernandez,Ltd,2278625299981857,VISA,05/2027,ONLINE,FAILED,955.28,EUR,USD,2025-08-02T21:58:34,2025-08-02T22:54:34,zrHk,Attention work thank great.,2,5510b2f0-25bc-492c-aa7b-8b4471e4d7e9,140.86.96.149,"-34.9319,-73.2417",0,SETTLED,,9.55,945.73,2025-08-03T22:54:34,spencerrobert,2025-08-11T09:53:29.331480,False,NORMAL,False,False,False,False,False,none,False,56.0,1.0,1,1,0.009997068922200822,17.028163992869874,False,95.05957688663614,False,normal
b4bcb8fb-36f9-4cb3-82fe-c2671d366c2b,a5303410-d39a-4a53-be10-d64f8e8d8e47,544e281d-53d4-4789-a031-ced5271fee49,Wilson-Aguilar,and Sons,3560652705425811,MASTERCARD,04/2029,OFFLINE,FAILED,4029.61,INR,USD,2025-07-29T00:29:52,2025-07-29T00:45:52,lpws,Call establish or happy relate perform.,1,077df16e-acc7-486d-9788-80d9a0bfedb4,126.195.29.100,"-23.0171,-13.2763",0,NOT SETTLED,,40.3,3989.31,2025-07-31T00:45:52,wintersjennifer,2025-08-11T09:53:29.333209,False,NORMAL,True,False,True,False,False,high_amount,False,16.0,2.0,1,1,0.010000967835596992,250.2863354037267,False,88.43801105477971,False,normal
9b0c9ea9-be1f-4395-ad54-5c728a5500c0,3daed362-fa8a-4def-8b55-22ae1b1403bf,b965e0a8-759c-42b0-af45-a5bbbd81e57d,"Anderson, Young and Fletcher",Inc,4103580374871035,VISA,10/2028,OFFLINE,FAILED,2599.12,INR,INR,2025-08-04T13:05:53,2025-08-04T13:54:53,yeUk,Some coach specific star police nature.,1,b62a30e9-612a-4138-9cc7-6aa7fef03324,87.40.225.139,"-36.0784,9.7090",0,SETTLED,,25.99,2573.13,2025-08-06T13:54:53,kenneth80,2025-08-11T09:53:29.334951,False,NORMAL,False,False,False,False,False,none,False,49.0,2.0,0,1,0.009999538305272554,52.93523421588594,False,90.35445823485924,False,normal
a9dca812-4d5c-4f74-aa94-37e2ddd68f34,37e173cf-cc48-485c-9000-294202995642,61f10a94-d6d8-474f-998c-d1b3afdf0973,"White, Ochoa and Mitchell",and Sons,582939625718,AMEX,02/2029,OFFLINE,FAILED,2022.31,USD,EUR,2025-07-13T14:56:01,2025-07-13T15:06:01,mKkt,Example letter without green your.,2,d50a9526-6cab-49dd-8b16-a6f41050b462,163.105.100.118,"-10.3263,129.3652",0,NOT SETTLED,,20.22,2002.09,2025-07-15T15:06:01,brittanyrodriguez,2025-08-11T09:53:29.336289,False,NORMAL,False,False,False,False,False,none,False,10.0,2.0,1,1,0.009998467099505021,200.22871287128714,False,92.74872273807632,False,normal
3ae74ab2-21a0-4b41-ae5c-ebe883d4f254,2efaee67-7d67-4f13-8517-b7eb8c483949,48142282-8094-47da-84c5-f4613cb9b572,Coleman-Foster,Inc,676326658629,MASTERCARD,03/2030,ONLINE,FAILED,3630.18,EUR,EUR,2025-07-24T08:40:47,2025-07-24T09:43:47,XlcX,Watch both blue society college morning think dog.,1,bc282ce6-3e6b-4336-86da-32adde2368d2,197.222.148.192,"24.6704,-99.0435",0,SETTLED,,36.3,3593.88,2025-07-26T09:43:47,hgallagher,2025-08-11T09:53:29.337197,False,NORMAL,False,True,False,False,False,long_duration,False,63.0,2.0,0,1,0.00999950415681867,57.530586370839934,False,90.38124710743031,False,normal
74f9cf9d-b73e-4c8d-9acf-2093a916f1ca,8cf42347-553b-4386-ba6c-df823b28a5dc,9b0496cf-a583-4e3f-9467-a8442151d952,Miller-Wood,Ltd,376458575888546,VISA,05/2026,OFFLINE,FAILED,2332.9,INR,USD,2025-07-18T01:15:40,2025-07-18T02:12:40,kMUk,City anyone success window television major.,2,8c044cca-6253-4423-a656-42693191cc0e,52.242.42.89,"-1.9954,36.7917",0,NOT SETTLED,,23.33,2309.57,2025-07-19T02:12:40,lwhite,2025-08-11T09:53:29.338055,False,NORMAL,False,False,True,False,False,odd_hour,False,57.0,1.0,1,1,0.010000428651035191,40.85639229422067,False,99.20801052662013,False,normal
3cfb9f9f-60db-4d9a-ae7c-01492985fb00,7dc32574-3d53-4d33-84dd-8b373af10c20,7c16c8b2-ddee-49ac-b244-9634ab7a9088,Crawford-Thomas,LLC,6011070098530923,VISA,03/2030,ONLINE,FAILED,473.56,INR,EUR,2025-08-09T00:33:57,2025-08-09T02:28:57,STjZ,Surface gas put TV deal.,0,85f60ba3-0f44-4c1d-9b7c-a045cdb40ffd,212.239.75.45,"65.1460,161.5238",0,NOT SETTLED,,4.74,468.82,2025-08-09T02:28:57,landerson,2025-08-11T09:53:29.339490,False,NORMAL,False,True,True,False,False,odd_hour,False,115.0,0.0,1,1,0.010009291325280853,4.114335360556039,True,71.3538258374107,True,normal
70332cfa-eb96-427d-be44-a5bfaa84a022,53dc109a-8897-4f73-8a71-b01b1d4ac631,78b9cd3d-ff11-43bd-b69c-1963de1235e6,Curtis-Greene,LLC,3538264487741115,MASTERCARD,01/2028,OFFLINE,FAILED,1245.63,EUR,EUR,2025-07-19T07:35:58,2025-07-19T09:19:58,mDiL,Study you once forget talk.,0,377c30b9-a5ed-4f91-9663-d488f39172b8,35.46.62.118,"33.1339,-83.0887",0,SETTLED,,12.46,1233.17,2025-07-19T09:19:58,stefaniesimpson,2025-08-11T09:53:29.340686,False,NORMAL,False,True,False,False,True,geo_far,False,104.0,0.0,0,1,0.010002970384464085,11.9657060518732,True,76.82999236051774,True,normal
75dfa276-54bc-4e64-9a51-a35164173a0e,084cf2bc-20bd-4bd4-a70c-01b73a6aebde,663bbd05-272a-45b4-bd6f-d458d953567f,"Schneider, Patel and Lopez",PLC,349231620094640,AMEX,12/2028,OFFLINE,FAILED,1127.39,EUR,USD,2025-07-28T06:20:43,2025-07-28T06:26:43,wPya,Available human ground.,3,eaec709f-4a3e-4212-af2a-c4bcd0512f51,133.185.110.80,"-3.1024,36.8604",0,SETTLED,,11.27,1116.12,2025-07-29T06:26:43,santossandy,2025-08-11T09:53:29.341455,False,NORMAL,False,False,False,False,True,geo_far,False,6.0,1.0,1,1,0.00999654068246126,184.81803278688528,False,84.71902000363221,False,normal
1e290aeb-7ead-4715-b883-0b9ac5570a91,d7e8dde8-1a2e-4564-a6ca-532af461e9f7,b8cd05a5-1872-405c-b476-1b2e454e7fe3,Ellis Group,Ltd,4083897853245968,RUPAY,12/2028,ONLINE,FAILED,3540.18,INR,INR,2025-07-17T08:35:59,2025-07-17T09:36:59,vdSD,Painting sport box paper red.,2,60e910fc-093f-4aa1-8af9-f9999ca643fa,150.185.139.237,"28.4272,142.1171",0,NOT SETTLED,,35.4,3504.78,2025-07-19T09:36:59,alexandria82,2025-08-11T09:53:29.341835,False,NORMAL,False,True,False,False,False,long_duration,False,61.0,2.0,0,1,0.009999491551277054,57.94075286415711,False,90.49199979337276,False,normal
28070f22-d1fb-4e58-a455-b6feaf2d6f4c,609f132b-d92a-4c91-b92c-df7031fbc444,b49b128c-c49d-4669-9253-ef1c0962646f,"Murray, Ruiz and Rose",LLC,372121650552015,VISA,01/2028,ONLINE,FAILED,4698.03,EUR,USD,2025-07-19T04:16:19,2025-07-19T04:28:19,JEPA,Vote onto term article lot phone include reflect.,1,7178c41e-a2a0-4cf7-a90e-bd315006cc23,96.187.248.27,"41.3049,-80.8716",0,SETTLED,,46.98,4651.05,2025-07-20T04:28:19,richardgonzalez,2025-08-11T09:53:29.342701,False,NORMAL,True,False,True,False,False,odd_hour,False,12.0,1.0,1,1,0.009999936143447359,388.26694214876034,False,82.09262693108032,False,normal
8e8258ae-33ae-470d-b979-54bdc9167c58,d18dffef-a7eb-48ef-8c49-7ae8a1cc5483,863d5f51-b7dd-47d4-ac2d-e8fcd87163e8,"Rowland, Cruz and Knight",LLC,6011443311387167,VISA,10/2026,ONLINE,FAILED,756.36,INR,EUR,2025-08-05T16:05:49,2025-08-05T17:21:49,mcEC,Six radio huge lay away east organization movie.,0,644b00d4-d904-4396-8b38-5db582cb6016,9.64.230.183,"-5.7325,40.5436",0,SETTLED,,7.56,748.8,2025-08-06T17:21:49,michaelcuevas,2025-08-11T09:53:29.343735,False,NORMAL,False,True,False,False,False,long_duration,False,76.0,1.0,1,1,0.009995240361732508,9.939027595269383,False,88.16606296486485,False,normal
b140a8dc-f4eb-45f6-bbc2-9df3792b032a,c05bca6b-7d93-4d6f-91fc-be1ccabfab63,70d5dc03-97f5-4fb0-8d9b-9ea140704e4b,"Walker, Medina and Henson",Group,4710848654741791354,MASTERCARD,12/2029,OFFLINE,FAILED,4567.77,USD,USD,2025-07-25T07:07:28,2025-07-25T09:02:28,YPVF,Choose house economic city resource truth edge simply.,3,f805bd61-412a-4a6e-97d1-b74c3661c555,89.54.74.228,"44.1681,-173.7993",0,SETTLED,,45.68,4522.09,2025-07-25T09:02:28,chrishale,2025-08-11T09:53:29.345409,False,NORMAL,True,True,False,False,False,long_duration,False,115.0,0.0,0,1,0.010000503527979735,39.68523023457863,True,71.63783366201024,True,normal
c152f9fb-9004-4db7-8ee6-52ccbb6fc33c,7086d7a4-a328-4ac4-9422-25e4fa16e752,ea7f43df-fc05-43c5-9178-0b97dc6694c8,Ponce-Rodgers,LLC,180012655115332,RUPAY,10/2026,OFFLINE,FAILED,4423.32,INR,EUR,2025-07-17T01:17:44,2025-07-17T03:03:44,uKaO,Worker dark guy top.,2,f75b0bd3-0f13-4341-8fd6-0217d92c2db8,192.252.82.234,"-48.4582,-160.9867",0,NOT SETTLED,,44.23,4379.09,2025-07-17T03:03:44,lpowell,2025-08-11T09:53:29.346645,False,NORMAL,True,True,True,False,False,long_duration,False,106.0,0.0,1,1,0.009999276561496795,41.69010367577757,False,85.63717103859172,False,normal
b2f2401d-031a-4279-a05c-b7ae44f9cb07,bc955de0-3117-49c1-addc-d8c4e5280a67,d1da365d-6be7-4d3b-89d4-31a4a0da43b8,Moore LLC,LLC,4885042273633993780,MASTERCARD,05/2028,ONLINE,FAILED,1049.39,EUR,INR,2025-07-13T10:05:34,2025-07-13T11:27:34,IcdC,Too doctor issue run.,1,e70be578-23b8-48bd-a193-4a603a7c4e33,170.99.202.3,"-87.8725,-100.6817",0,NOT SETTLED,,10.49,1038.9,2025-07-13T11:27:34,daviskristin,2025-08-11T09:53:29.347515,False,NORMAL,False,True,False,False,False,long_duration,False,82.0,0.0,1,1,0.009996283555208263,12.781851400730819,False,92.0499013029288,False,normal
52fd88ef-cb81-4957-b02c-6ef2b48cce1c,f2df4949-db66-490d-8d5f-3e21a30beba6,bab92945-bd4a-4197-98b6-91d239388783,Buckley-Smith,Inc,371064538685386,AMEX,09/2026,OFFLINE,FAILED,3865.02,INR,INR,2025-07-24T05:35:37,2025-07-24T07:26:37,SRid,Our language newspaper away cut.,2,cf1983d8-fc18-49ca-a208-8abf4ecbe461,209.60.77.124,"-41.2402,-101.0938",0,NOT SETTLED,,38.65,3826.37,2025-07-26T07:26:37,cynthiawilson,2025-08-11T09:53:29.348669,False,NORMAL,False,True,False,False,False,long_duration,False,111.0,2.0,0,1,0.009999948253825336,34.78865886588659,False,83.54079523058547,False,normal
affccdb6-dac0-4ead-ba18-85a6066bf80b,a1a23bd8-d1b1-4a3d-a219-77f6be63501f,31f5de05-687a-45cd-8a06-e73d93713f96,Melendez LLC,Group,4389413084984523,RUPAY,01/2030,ONLINE,FAILED,1723.01,EUR,EUR,2025-08-09T07:40:07,2025-08-09T08:10:07,lTEi,Outside have all future service create.,2,39abc58f-ecf8-4588-a5f6-bc54f0d90dd6,118.11.58.222,"-16.4640,-103.2484",0,NOT SETTLED,,17.23,1705.78,2025-08-09T08:10:07,ledwards,2025-08-11T09:53:29.349445,False,NORMAL,False,False,False,False,False,none,False,30.0,0.0,0,1,0.009999941962031562,57.24285714285714,False,88.57255015439158,False,normal
c225c0b5-1528-4a2f-b9c8-4de220608207,bec66bb1-b166-4382-9101-c8eb4075c28d,47da75b3-d74b-4904-92cf-c906fec3c152,"James, Armstrong and Clarke",Ltd,4094494169487646,VISA,01/2029,ONLINE,FAILED,4077.43,EUR,USD,2025-08-01T01:25:35,2025-08-01T02:22:35,NTHB,Book out allow.,1,215a7138-d9b1-48a0-a351-94d6ac868e7e,122.55.53.221,"-3.3865,118.0817",0,SETTLED,,40.77,4036.66,2025-08-01T02:22:35,jonathanbrock,2025-08-11T09:53:29.350616,False,NORMAL,True,False,True,False,False,high_amount,False,57.0,0.0,1,1,0.009998945414145676,71.40858143607706,False,91.93364444791291,False,normal
0dc8b243-5927-49f8-8393-df4b740c3e69,eb53e349-6f45-405b-ab6f-5821c254f4c6,cea6e69c-7851-4c9d-8e97-94a25323c024,Martinez and Sons,Group,213171160313641,RUPAY,10/2026,ONLINE,FAILED,657.23,INR,EUR,2025-07-22T17:42:07,2025-07-22T19:20:07,ADNR,Body energy best safe thank rather reveal.,0,2d14b1d2-a16b-47aa-8a49-5816ccb1e3ed,99.144.139.76,"-18.2811,72.2419",0,SETTLED,,6.57,650.66,2025-07-22T19:20:07,douglas72,2025-08-11T09:53:29.351610,False,NORMAL,False,True,False,False,False,long_duration,False,98.0,0.0,1,1,0.009996500464068895,6.699592252803263,False,82.59806153904962,False,normal
a05d5f50-70aa-4a31-932c-2ed7fc757dd8,5937b03c-04bc-4b26-99d9-e66e97ae5db5,303d194a-88cb-47a8-b2e3-f24ef05e50e7,Moreno-Wiley,Ltd,4904881545517593,AMEX,06/2028,ONLINE,FAILED,2638.95,INR,USD,2025-08-01T15:17:51,2025-08-01T16:24:51,oFgI,Yeah for door hope field movie.,3,37f80550-8339-48ec-b65f-4de016999dd9,190.198.205.133,"-13.2236,-136.8386",0,SETTLED,,26.39,2612.56,2025-08-02T16:24:51,woodjacob,2025-08-11T09:53:29.352868,False,NORMAL,False,True,False,False,False,long_duration,False,67.0,1.0,1,1,0.0100001894692965,39.32861400894188,False,97.31619630064286,False,normal
3c8904a8-9355-4273-9045-a9372a867810,9726f4c5-9379-4b73-ba16-2ccfbe6d0f09,ef0a3a9d-9b90-44b1-99cc-aa8bcc612ff9,Gamble-Roberts,and Sons,3522214043110279,MASTERCARD,11/2027,ONLINE,FAILED,1030.62,EUR,USD,2025-08-10T19:59:47,2025-08-10T21:59:47,cPjt,Tell degree successful some your.,1,b0aaac52-e321-40b0-91b1-40688fa98fbe,207.89.193.70,"3.9818,151.3485",0,SETTLED,,10.31,1020.31,2025-08-10T21:59:47,erik12,2025-08-11T09:53:29.353467,False,NORMAL,False,True,False,False,False,long_duration,False,120.0,0.0,1,1,0.01000368710096835,8.581348875936719,False,83.29606059605295,False,normal
1c0733f9-9d7e-42dd-9d31-c10ba2acd9a9,0b4fecb7-6331-43f0-b8a1-9175994c3b12,b8004f52-731e-40da-b931-d4e9e7c5eeba,Porter-Wallace,LLC,213158605760338,AMEX,07/2028,OFFLINE,FAILED,2214.2,USD,INR,2025-07-30T02:57:54,2025-07-30T04:24:54,ILsJ,Return film open each everyone.,1,32c656a7-815a-452f-a88c-ea2c5cb780a2,74.190.18.235,"59.6621,134.1211",0,SETTLED,,22.14,2192.06,2025-08-01T04:24:54,davisalan,2025-08-11T09:53:29.354562,False,NORMAL,False,True,True,False,False,odd_hour,False,87.0,2.0,1,1,0.009999096739228617,25.421354764638345,False,96.77791526692207,False,normal
