transaction_id,account_id,customer_id,merchant_name,store_name,card_number,card_type,card_expire_date,transaction_type,transaction_status,amount,currency,terminal_currency,timestamp_initiated,timestamp_completed,failure_reason_code,failure_description,retry_count,device_id,ip_address,geo_location,is_voided,settlement_status,voided_timestamp,banking_charge,settled_amount,settlement_timestamp,created_by,created_at,is_anomaly,anomaly_type
a3f203df-a7dc-4b9b-98aa-6fec9ea5edbf,758cb732-8ee9-4646-b3ce-f68dfe35bbed,dea13668-0bcd-465c-bbcb-b28dabdc23b7,Lawson PLC,PLC,3565570933889647,AMEX,06/2026,ONLINE,FAILED,3977.57,EUR,INR,2025-08-25T07:02:01,2025-08-25T07:08:01,gZUD,Method customer agreement result party factor short.,2,dda7dc27-6503-4d41-b92e-3cc8423cf09b,25.26.216.146,"-89.1470,-159.1144",True,NOT SETTLED,2025-08-25T16:08:01,39.78,3579.81,,owright,2025-09-01T13:10:48.883599+00:00,True,voided_but_not_settled
99f791a6-c204-471d-a31d-5938d63229af,f7c86f52-e4ab-4062-a039-05cca076ba87,c87a9078-55b3-4553-9e07-1b54e5e6eea0,"Webb, Webb and Christensen",PLC,4344081567552655,VISA,05/2026,OFFLINE,FAILED,1632.21,EUR,USD,2025-08-31T06:26:29,2025-08-31T06:47:29,MeFv,Us factor level address interest statement want item.,2,f8f6b0e6-f486-4879-b27d-01690b76719d,19.250.119.150,"-48.7135,120.0373",False,NOT SETTLED,,16.32,0.0,,escott,2025-09-01T13:10:48.863330+00:00,True,duplicate_transaction
3632bcbe-af58-4798-9114-2ef70ad7c34e,77fc404b-c30e-4035-ab95-574753129ef3,4ec7234a-5b97-4725-8fe4-29f8409355c3,Good-Mills,and Sons,378586754079798,MASTERCARD,04/2026,OFFLINE,FAILED,1545.19,EUR,USD,2025-08-27T20:20:46,2025-08-27T20:20:46,fmIy,Visit no together bank life avoid year.,15,40212091-6235-4d07-bb64-b6e838d7051e,155.83.74.97,"-23.0558,92.1129",False,SETTLED,,154.52,1529.74,2025-08-25T20:20:46,patrickkelly,2025-09-01T13:10:48.865741+00:00,True,hidden_anomaly
a225ea19-c585-4c4b-a473-aba90d8c5b24,cd8fd9bf-b31f-4ee5-89d5-da795a3cc874,168790bf-f6a3-42e5-9578-bd2a338ed694,Collins Group,Ltd,30226260261792,RUPAY,04/2027,ONLINE,FAILED,1786.57,EUR,INR,2025-08-08T03:15:04,2025-08-08T04:35:04,sIdW,Later out question never fear position as.,3,a476f7bd-d03f-4898-abdd-80fda25b0b17,221.197.90.192,"-36.7999,-157.0908",False,SETTLED,,17.87,1768.7,2025-08-13T04:35:04,anthonynavarro,2025-09-01T13:10:48.874809+00:00,True,late_settlement
8de36919-292a-4fce-9a45-c4ce30826695,a2ee46d8-8352-4e3b-86e4-26b4e3e3f44a,c6989b27-95a9-4381-8c8e-dc99c11d2fff,Flores-Stewart,Group,4493109193856452,RUPAY,10/2029,OFFLINE,FAILED,2941.82,USD,EUR,2025-08-11T09:09:28,2025-08-11T10:45:28,LVnT,Draw bring necessary.,1,efc7df4c-c810-461c-bffc-5f9e8bf5859e,30.202.159.168,"87.7605,-5.8886",False,NOT SETTLED,,29.42,0.0,,westtheresa,2025-09-01T13:10:48.824382+00:00,False,NORMAL
9b800d3b-4712-4e6c-8d65-3fe7626900f8,3f5cbf48-6437-48c1-b413-e66c72290e4e,64c2896b-d439-4168-8633-e4caa6cfba91,Ayers and Sons,and Sons,6011867907258681,VISA,04/2026,ONLINE,FAILED,1417.45,USD,INR,2025-08-24T17:33:51,2025-08-24T18:49:51,bYje,Some debate its.,2,9454b364-b7ff-4331-a087-6229e4c4ab1b,150.170.147.181,"29.0855,9.0612",True,NOT SETTLED,2025-08-25T04:49:51,14.17,1275.71,,thomasjackson,2025-09-01T13:10:48.847901+00:00,True,voided_but_not_settled
1d2179af-ad4a-483c-9f2a-1a9c2361e10e,acffd2e7-9f7b-4c72-b67a-9ca96db70482,f379bd99-128a-46cd-ab81-bc4618b72bba,"Mayer, Nguyen and Myers",and Sons,4855490226193649655,MASTERCARD,10/2029,ONLINE,FAILED,163.5,USD,USD,2025-08-11T05:15:58,2025-08-11T05:15:58,xnWD,International she star.,14,3cb43b9f-d66f-497c-adb2-b93352d3c84e,96.8.99.154,"-58.6178,20.6450",False,NOT SETTLED,,16.35,0.0,2025-08-09T05:15:58,regina77,2025-09-01T13:10:48.846630+00:00,True,hidden_anomaly
017342bb-b3ef-447a-87bb-06697961db17,31ca0c92-efa6-4315-b2e8-06b9f8dad0f0,0add773d-6926-4daf-abb7-619594046e24,Conner Group,Ltd,3566480323969919,MASTERCARD,01/2030,OFFLINE,FAILED,1443.84,EUR,EUR,2025-08-10T00:37:21,2025-08-10T01:47:21,GAdv,Read society view foreign American.,1,25b1790e-573f-4e2a-91ea-84948f41e657,170.136.179.163,"4.2087,-115.8625",False,SETTLED,,14.44,1429.4,2025-08-12T01:47:21,jesusstein,2025-09-01T13:10:48.814776+00:00,False,NORMAL
a1ff35ff-9d55-4d5f-b8fd-7da2e3710d4d,a26c8f71-1c5a-4f95-bbed-d78959a930ec,cdf08865-ffd5-48c9-a0c7-c46419483998,"Williams, Phillips and Stevens",Ltd,6011364309477762,MASTERCARD,07/2028,OFFLINE,FAILED,4704.06,USD,USD,2025-08-23T16:49:13,2025-08-23T18:05:13,CsVk,Tell see watch animal.,3,061e44ed-df2f-48d4-b011-dc15ffea1783,86.28.106.108,"-1.1331,65.2165",False,NOT SETTLED,,47.04,0.0,,tyler85,2025-09-01T13:10:48.837694+00:00,False,NORMAL
903b483c-b773-47a2-9f9d-0579b4a640ac,6424d413-d006-436c-9147-feb9d86a0407,1b5939d4-b9d4-41ff-9e4a-1ab318146768,Robinson-Gomez,PLC,30198037088495,AMEX,05/2030,ONLINE,FAILED,982.79,EUR,INR,2025-09-01T07:33:54,2025-09-01T09:08:54,raBu,Foot front agent degree.,0,628e3226-492a-4a90-8851-11fb14df0c57,222.4.162.188,"70.3312,35.6539",False,SETTLED,,9.83,972.96,2025-09-03T09:08:54,davistimothy,2025-09-01T13:10:48.835128+00:00,False,NORMAL
32d10675-2377-4c08-8db7-2b0d3494a72d,2329c40e-3372-4e60-87f0-2f471ff75b4e,f4083955-104e-437e-a494-dbeffaa9fd5e,"Schultz, Nelson and Sanchez",and Sons,374116764192664,AMEX,10/2027,OFFLINE,FAILED,932.71,USD,USD,2025-08-06T21:44:03,2025-08-06T21:59:03,AXca,Walk media discussion find might argue.,1,b4475d08-214b-4c0d-85e7-bbba9f5086d4,121.43.37.254,"-76.4667,-151.0382",False,SETTLED,,9.33,923.38,2025-08-06T21:59:03,ekane,2025-09-01T13:10:48.841417+00:00,True,duplicate_transaction
0ee7a1af-b640-497a-97de-3bcbaaf90eba,babe0b41-d385-4856-843b-dd2f7ddee575,012fbe12-7cfa-42b1-8f69-65eca16b5ade,"Johnson, Lewis and Lozano",PLC,344462944466116,MASTERCARD,02/2028,OFFLINE,FAILED,4575.75,INR,USD,2025-08-09T19:07:00,2025-08-09T21:00:00,coyn,Leave adult student all able order perhaps.,1,05b0532f-6f72-4762-a731-9bffd6ca9629,211.123.179.241,"-30.9575,-50.6518",True,NOT SETTLED,2025-08-10T01:00:00,45.76,4118.18,,npayne,2025-09-01T13:10:48.856553+00:00,True,voided_but_not_settled
8978c166-04de-4b32-a146-e3bea1dd46f1,236d99d1-20eb-469b-993c-5ccbc2f54108,1cba84a0-d851-4042-9f13-a7bda5b69f54,"Smith, Smith and Moore",LLC,4415071634185163629,RUPAY,10/2026,ONLINE,FAILED,4564.98,USD,INR,2025-08-19T04:50:04,2025-08-19T06:21:04,GtHu,Fear model wear down matter provide article.,0,97425f2e-7807-48d7-a383-eeb4c5ee4d87,170.92.159.184,"-12.0373,171.4582",True,NOT SETTLED,2025-08-19T15:21:04,45.65,4108.48,2025-08-19T06:21:04,dcurry,2025-09-01T13:10:48.858674+00:00,True,voided_but_not_settled
90f0597a-1488-41e0-b02f-6b0ba021ac78,0f0c11f5-00ba-444f-a032-39aa901693e3,fc800dac-5a3f-433b-9116-81e71863b9c8,Oliver Group,Ltd,213169932257724,MASTERCARD,11/2028,ONLINE,FAILED,428.97,USD,INR,2025-08-29T08:41:44,2025-08-29T09:57:44,PJhU,Church smile area eight middle natural while table.,2,795bc122-6cef-44a2-82d2-1aa0f2cd8c62,202.85.144.230,"-36.2874,178.7302",False,SETTLED,,4.29,407.52,2025-08-31T09:57:44,fshaw,2025-09-01T13:10:48.873991+00:00,True,amount_mismatch
00954889-72bf-411a-8c23-052eeeb8f057,3dfb5637-966f-4883-8bc0-5b74c100a669,a2baa487-52fc-4311-8cb3-937956bd3583,"Fleming, Cooper and Ingram",LLC,4273239881633,AMEX,10/2027,OFFLINE,FAILED,1642.71,INR,USD,2025-08-18T04:24:32,2025-08-18T04:25:32,Jvve,Military choice he.,0,61e90ecd-2174-41f3-8431-ce34bf63b416,206.37.11.133,"7.8808,84.1349",True,NOT SETTLED,2025-08-18T07:25:32,16.43,1478.44,,james14,2025-09-01T13:10:48.880368+00:00,True,voided_but_not_settled
f2c44bab-9fff-4e20-8238-2ca736d12905,1885b4d1-d5e7-4968-9881-4dff056b283c,05e10977-ccda-44ce-8bef-6881c8a4dbc5,Garza Inc,Inc,4133034982545281986,VISA,10/2025,ONLINE,FAILED,1147.42,EUR,USD,2025-08-17T23:41:00,2025-08-18T00:49:00,pQkU,Professor finally force alone collection trip for.,0,3cbb9bc0-0250-44e6-a0cb-2e32d91caf49,129.57.58.126,"-36.8082,-3.4018",False,SETTLED,,11.47,1135.95,2025-08-23T00:49:00,noahsmith,2025-09-01T13:10:48.872386+00:00,True,late_settlement
2c2432c7-27ac-4851-9ca5-fdbee00fd574,739d24d2-0327-4061-8f0f-2c85fc56da1b,d1233b15-3310-4fa0-95ff-594d00f7b28d,Holmes-Taylor,Group,30296698941877,AMEX,09/2026,ONLINE,FAILED,2676.99,USD,INR,2025-08-03T06:18:45,2025-08-03T07:40:45,SsiB,Like mean almost party worry protect.,3,5eae6c88-c7dd-4b08-9cca-b4b354489851,189.177.143.250,"-5.7971,135.4100",False,SETTLED,,26.77,2650.22,2025-08-05T07:40:45,lozanobrian,2025-09-01T13:10:48.799859+00:00,False,NORMAL
78f5b4dc-1916-43ff-a860-ad0b4b988594,9f9afbff-d3af-4429-a164-053594891712,fcbce8d4-b637-4091-af18-78440f2a48c3,Bird PLC,and Sons,3580099917337739,RUPAY,10/2025,OFFLINE,FAILED,2379.29,USD,USD,2025-08-21T20:48:29,2025-08-21T21:31:29,QmYf,Crime collection hard beautiful when.,0,68ea9bc4-cd39-4297-850e-b7540e20e4e0,141.215.34.58,"-8.4627,120.2167",False,NOT SETTLED,,23.79,0.0,,jswanson,2025-09-01T13:10:48.820064+00:00,False,NORMAL
01611a27-a78f-4e18-9915-99489c0f527f,fc8b1564-6097-4b4d-8380-8f50cd3a44d3,b402fd43-dfae-4cbc-b68a-23581c74494e,Meyer Ltd,Group,376622149512722,MASTERCARD,12/2028,OFFLINE,FAILED,2121.64,EUR,INR,2025-08-08T00:29:46,2025-08-08T02:29:46,WeaI,Learn movie security score.,1,cfb1ef82-1ce8-4f70-ae95-b5b48053544a,198.74.194.253,"-67.6663,-87.1519",False,SETTLED,,21.22,2100.42,2025-08-08T02:29:46,eric15,2025-09-01T13:10:48.815536+00:00,False,NORMAL
f9ba9efb-4ea6-4b83-bc2a-ffd37781b906,a15c5daf-dcac-41f6-b414-99f433ae6f5a,43fed4e9-763e-4af9-9157-30eb7db1e4ea,"Thompson, Salas and Jackson",Inc,2240630816995906,VISA,04/2027,OFFLINE,FAILED,1567.76,USD,INR,2025-08-29T16:30:50,2025-08-29T17:21:50,PdQX,Air conference small eight.,0,b7ea0493-c318-4f6d-b69d-4e5743d0431f,44.157.78.227,"27.0972,8.6918",True,NOT SETTLED,2025-08-30T00:21:50,15.68,1410.98,2025-08-30T17:21:50,jonathan54,2025-09-01T13:10:48.840519+00:00,True,voided_but_not_settled
a8167251-8d40-42a2-8a83-8111a54bf35c,b3a0435d-cb60-48fe-a4c5-04b6a8849df9,1bc1c0e7-bc3f-4d7a-9785-cc30a90745f6,"Moreno, Martinez and Conway",Group,342870666658839,AMEX,12/2027,ONLINE,FAILED,189.78,EUR,USD,2025-08-20T22:19:38,2025-08-20T22:49:38,jKRb,Week population management beat system lose hear.,0,4939c18c-a3c5-47f9-8624-e96373400b48,137.63.5.153,"45.8434,0.7377",False,SETTLED,,1.9,180.29,2025-08-21T22:49:38,lawsondanielle,2025-09-01T13:10:48.867149+00:00,True,amount_mismatch
0ff851a6-9105-489a-bcdf-36850d836c70,fc3cac7c-5de2-4986-bbb7-def84f010579,68fbbb1b-0812-46df-b633-438dda6d356c,"Perez, Nguyen and Perez",Ltd,630458624867,RUPAY,08/2030,ONLINE,FAILED,2741.12,INR,EUR,2025-08-13T06:21:45,2025-08-13T07:53:45,fZzk,Market know often middle.,1,798c83ec-150b-4440-a513-ba2281b35a9c,170.116.0.251,"52.6067,-156.6772",False,SETTLED,,27.41,2713.71,2025-08-13T07:53:45,michaelrodriguez,2025-09-01T13:10:48.828888+00:00,False,NORMAL
8e90d00b-e7f9-46bb-ab62-dd74bf64bf04,8456dfcd-93b7-4916-ab76-5db4641d5102,e471c186-5461-42f3-a64f-b9ac4fddd2aa,"Sanders, Santiago and Vang",and Sons,4315009212930948,RUPAY,01/2028,ONLINE,FAILED,3084.76,INR,USD,2025-08-12T11:00:49,2025-08-12T12:47:49,GuQs,Right itself maintain hundred third.,3,e74ab0b2-666e-4a10-b437-f83b4f7e3ec0,220.174.16.171,"-16.7796,-57.0170",False,NOT SETTLED,,30.85,0.0,,sierrahenry,2025-09-01T13:10:48.842423+00:00,True,currency_mismatch
83404ea4-9654-41e5-9d37-bb5478aa5a1c,fb2a2587-65b9-4abd-bcfc-3f994d1fc408,2b5fad23-de6c-4420-88c3-a2fa3c36503b,"Mendoza, Fowler and Williams",LLC,676395540971,MASTERCARD,06/2026,OFFLINE,FAILED,2801.03,EUR,INR,2025-08-19T02:45:49,2025-08-19T02:52:49,hbBu,Research bar pressure candidate.,0,2b52e32b-4e3a-43cd-bfc6-c17c103dee59,160.155.21.222,"-57.7951,-161.1924",False,SETTLED,,28.01,2773.02,2025-08-19T02:52:49,andreasimpson,2025-09-01T13:10:48.885996+00:00,True,currency_mismatch
ab50e387-bb11-46bb-a834-3c6436b09c0d,807f115f-7eaf-4c26-bf4a-ad38d0f77b98,75d39572-955a-44c3-920c-bb88a4654491,Hill Inc,PLC,4660859977997057,AMEX,08/2027,ONLINE,FAILED,2458.52,EUR,INR,2025-08-20T23:40:53,2025-08-21T00:07:53,BtHc,Help generation evidence million.,2,ac15bb82-bb89-41d5-b163-357dd007b6fd,156.28.115.125,"-72.4956,-10.4849",False,NOT SETTLED,,24.59,0.0,,larry66,2025-09-01T13:10:48.811901+00:00,False,NORMAL
17a37c80-f168-4b26-a7b9-c46233742964,718af5f9-f85b-4a27-baa3-facc0f16fff2,e5f4bdb6-bc90-4b20-8a78-13c85e9cd70a,Mills-Graham,Inc,4984389341220936,MASTERCARD,10/2026,ONLINE,FAILED,1054.58,INR,INR,2025-08-29T23:33:35,2025-08-30T01:12:35,wVum,Garden might who network education.,2,356201be-7f8f-427c-bb77-a365265272b2,47.170.205.133,"26.3144,-132.8779",False,NOT SETTLED,,10.55,0.0,,wayne25,2025-09-01T13:10:48.821911+00:00,False,NORMAL
da3d3785-b5cc-48df-aec9-d228df93a72d,c2fca8c4-d68b-45fd-9a00-f1d7301b5550,5d03a9d6-ca51-4119-96ee-22701a1f4bed,"Jackson, Parker and Sanchez",Inc,6011688843538956,VISA,10/2028,OFFLINE,FAILED,4933.28,USD,EUR,2025-08-24T04:04:35,2025-08-24T05:08:35,QASS,In activity hot natural soon.,2,3ebfeb75-8d3f-47d2-aa7d-bdcd4ed1290c,64.163.36.212,"-13.5792,177.0903",False,SETTLED,,49.33,0.0,2025-08-29T05:08:35,murillojesse,2025-09-01T13:10:48.851790+00:00,True,late_settlement
3c694f1d-9662-4672-b4cd-614bffeffb58,09c37475-22f1-41ce-a919-4d7477d4f847,4a4e9864-434b-4e00-8518-6d0df420ab33,Hoffman and Sons,Inc,576992476795,RUPAY,05/2026,OFFLINE,FAILED,3495.28,USD,INR,2025-08-26T12:55:59,2025-08-26T13:29:59,eKKl,Fast much practice change agent teacher.,3,58d278c5-c9ad-4e67-bca7-87bf87e9000a,210.44.75.187,"-32.8206,177.2784",False,SETTLED,,34.95,3320.52,2025-08-28T13:29:59,dominguezholly,2025-09-01T13:10:48.843199+00:00,True,amount_mismatch
ceead054-591b-45cb-b17a-aaab6acc608f,43ea5f10-1064-4c7c-bde1-65def18c426f,7fc5adac-c2dc-4605-b74e-7d0dd8b1c316,Gaines LLC,and Sons,5534685374564385,MASTERCARD,04/2030,ONLINE,FAILED,3038.75,EUR,INR,2025-08-08T09:06:31,2025-08-08T09:31:31,XhRq,Like set hand claim professor any help special.,2,7d3efe80-1d03-4c59-9441-08e247f2210c,153.5.205.25,"24.3056,49.2703",False,SETTLED,,30.39,2886.81,2025-08-10T09:31:31,hclark,2025-09-01T13:10:48.861694+00:00,True,amount_mismatch
15bbaa3f-0f8c-4817-80bb-1c3e0dc14dbf,ad63a461-f00d-48e5-8446-c62e778dde45,c3daf832-6ebd-40f6-bf32-9868cbae8ad6,"Marshall, Moreno and Ingram",and Sons,676327760580,RUPAY,09/2026,OFFLINE,FAILED,4562.25,INR,INR,2025-08-06T13:53:08,2025-08-06T14:04:08,FInN,Arrive western leave always.,3,7e458bfe-b8b0-4fb9-9e6a-67e2c486cce0,81.52.36.128,"41.8021,-26.0926",False,NOT SETTLED,,45.62,0.0,,sandramiller,2025-09-01T13:10:48.831951+00:00,False,NORMAL
a33ca63a-958b-4a33-ab5e-7c58e8768777,e3a57996-2d46-44be-98b1-ef8629573cf3,c2c1ea51-c6bc-4a63-94bb-3e8c6748a9e1,Lee-King,Group,3519362902434242,VISA,07/2030,ONLINE,FAILED,2290.76,USD,INR,2025-08-30T12:46:45,2025-08-30T12:46:45,poMa,Account own everything why consumer bit.,19,f2235cb2-8adc-4b6b-9d26-fc3b80063f35,223.131.214.1,"87.1886,-165.4807",False,SETTLED,,229.08,2267.85,2025-08-29T12:46:45,seth11,2025-09-01T13:10:48.878354+00:00,True,hidden_anomaly
1f4ce093-7af7-49b8-b42b-475f87d09435,5ddcd68e-aa8c-49b8-8a2e-d5c8fdf7dd8d,e2969ab3-df42-47b7-a743-00c7350b60a5,Gordon Group,Ltd,3541524241976942,MASTERCARD,06/2026,ONLINE,FAILED,1708.67,USD,USD,2025-08-03T04:48:24,2025-08-03T06:26:24,JjWp,Special act model explain system lose long.,3,ad1abe04-1a5e-4d88-9291-284af9ad18c7,144.9.210.136,"9.7685,23.1799",True,NOT SETTLED,2025-08-03T16:26:24,17.09,1537.8,,karen53,2025-09-01T13:10:48.870278+00:00,True,voided_but_not_settled
2570fe2f-3d88-4a60-ace0-a929ce3ae3f5,a322be8e-4c02-4a86-b8e3-bc5c637b7d65,6e9c413a-b00d-4920-aac9-4f8abfb470e7,"Mullen, Patrick and Davis",Ltd,4602267646452226,VISA,12/2026,OFFLINE,FAILED,397.81,EUR,INR,2025-08-03T17:34:01,2025-08-03T18:55:01,lMoc,Join low like peace other.,3,64aac885-4eb2-4b7f-8615-168171d79178,3.35.47.118,"-22.7638,-74.3269",False,NOT SETTLED,,3.98,0.0,,hollyhill,2025-09-01T13:10:48.809527+00:00,False,NORMAL
edf693d1-0785-4f57-9f2f-4a4dafd7d73b,9d5da183-4fb0-472d-8552-8ab5d5d4ab77,f49cbf0f-63f5-4a4d-a746-762d8b7cb887,"Rollins, Haas and Welch",PLC,3570363928469317,MASTERCARD,08/2030,ONLINE,FAILED,4556.47,EUR,INR,2025-08-06T20:30:33,2025-08-06T22:04:33,aLqd,Capital hear probably move trade behavior fly.,1,b8d45d47-7ec0-47ad-b333-4ab85aa5a966,155.23.11.230,"-53.6781,139.4395",False,NOT SETTLED,,45.56,0.0,,bjohnson,2025-09-01T13:10:48.877499+00:00,True,currency_mismatch
fdd89ab7-4217-4f84-ae36-9f9dc09a41c1,f2121ee0-3325-4cb9-88eb-271e7f7d3bf3,8e55ff8a-ed43-417b-a59b-c55c5f14240e,Mercado-Johnson,and Sons,3544159845765321,VISA,02/2029,ONLINE,FAILED,2972.69,USD,INR,2025-08-05T17:47:00,2025-08-05T18:57:00,PCEs,Society spring tell one blue leg finally.,3,00524014-b6d4-4a7e-baef-c050cf0f5602,208.136.82.242,"50.1115,2.6632",False,NOT SETTLED,,29.73,0.0,,harrisonshawn,2025-09-01T13:10:48.827633+00:00,False,NORMAL
3d94b14f-bba8-48ad-b261-e5d3f68e04a1,8a035be6-494a-4d6a-840c-9d92afdc0ff1,839861b3-3e04-47fa-bd68-17259c3aef0b,Gutierrez-Garcia,LLC,4960451392360,AMEX,10/2027,ONLINE,FAILED,1910.52,EUR,EUR,2025-08-18T21:38:02,2025-08-18T23:33:02,eGaH,Each military course after improve hospital.,3,d7ee2eaa-6f94-485e-ba0c-74c2657f894a,159.116.181.126,"37.8354,-128.7965",False,SETTLED,,19.11,1891.41,2025-08-18T23:33:02,miranda23,2025-09-01T13:10:48.869839+00:00,True,duplicate_transaction
